issue,date,r1,r2,r3,r4,r5,b1,b2,sales,pool
15132,2015-11-11,3,8,14,18,27,1,5,167451867,1847218046
15133,2015-11-14,3,7,8,25,30,4,8,183154237,1864412215
15134,2015-11-16,1,2,6,15,35,4,7,166723168,1888647564
15135,2015-11-18,5,16,20,25,29,6,8,169937109,1885887140
15136,2015-11-21,5,20,23,29,32,2,10,183355072,1931606870
15137,2015-11-23,14,17,21,23,26,8,11,163579669,1912625918
15138,2015-11-25,1,16,20,29,32,4,7,165225737,1943530802
15139,2015-11-28,2,3,5,25,32,5,7,183764171,1947298377
15140,2015-11-30,1,11,15,26,35,6,11,166263824,1964244295
15141,2015-12-02,2,4,15,19,31,2,3,169075319,1982691329
15142,2015-12-05,12,14,22,26,30,3,6,178123661,2006518972
15143,2015-12-07,9,20,31,33,35,10,11,170425278,2047286906
15144,2015-12-09,1,9,24,26,29,6,11,164903129,2031681187
15145,2015-12-12,6,7,20,29,32,11,12,186825762,2075176701
15146,2015-12-14,4,15,19,27,31,4,11,168450253,2058880835
15147,2015-12-16,1,2,13,18,19,8,10,167621529,2094531807
15148,2015-12-19,8,11,27,31,33,8,9,186856040,2090620190
15149,2015-12-21,4,6,10,12,28,2,8,172292839,2120052540
15150,2015-12-23,4,13,18,25,33,3,7,175439825,2118309429
15151,2015-12-26,15,16,18,30,35,1,7,197782412,2137475851
15152,2015-12-28,4,5,22,29,35,2,11,173577818,2169835751
15153,2015-12-30,1,7,22,27,33,2,11,177341413,2174681996
16001,2016-01-02,1,7,19,20,30,5,10,191171493,2210663926
16002,2016-01-04,7,12,18,25,35,7,9,173986996,2228413817
16003,2016-01-06,4,12,17,22,26,6,7,175147656,2227670567
16004,2016-01-09,10,20,23,32,35,9,10,191871662,2264943524
16005,2016-01-11,6,9,12,15,20,8,11,169105644,2246550937
16006,2016-01-13,14,16,17,22,24,2,9,180497252,2247031342
16007,2016-01-16,2,5,14,32,35,1,3,202035521,2298709549
16008,2016-01-18,5,12,31,34,35,4,5,178354713,2298400864
16009,2016-01-20,5,8,10,17,20,2,12,176511721,2311006265
16010,2016-01-23,12,13,15,16,28,2,5,186070936,2302754070
16011,2016-01-25,2,8,10,15,23,5,10,165598768,2299985144
16012,2016-01-27,5,7,11,23,28,3,12,174347733,2304563180
16013,2016-01-30,3,21,23,31,35,2,11,196083786,2308385677
16014,2016-02-01,6,8,21,24,27,2,10,167498517,2336966940
16015,2016-02-03,1,4,10,13,30,3,9,175834905,2358276843
16016,2016-02-06,3,10,22,29,32,2,5,219513959,2412371190
16017,2016-02-15,11,18,24,28,29,5,10,164715457,2435071508
16018,2016-02-17,5,10,13,27,33,8,11,168872599,2406571046
16019,2016-02-20,4,11,15,20,26,8,9,190202047,2404067663
16020,2016-02-22,1,16,22,29,30,2,9,171343959,2413910892
16021,2016-02-24,1,4,9,10,35,9,11,172707771,2423302041
16022,2016-02-27,4,18,21,30,35,2,11,189772716,2418520496
16023,2016-02-29,4,9,14,25,27,6,11,172348704,2423340376
16024,2016-03-02,1,2,11,15,18,4,8,175020852,2434908381
16025,2016-03-05,3,6,13,23,24,7,10,189993749,2414488420
16026,2016-03-07,2,6,29,30,34,1,7,172906063,2437434650
16027,2016-03-09,6,11,13,15,28,2,6,165730671,2463504249
16028,2016-03-12,13,18,20,23,31,3,6,189419722,2483217739
16029,2016-03-14,20,26,27,29,32,5,12,171706268,2479920749
16030,2016-03-16,10,19,21,29,33,4,6,177689118,2465972725
16031,2016-03-19,3,14,24,27,29,4,11,199452289,2476910786
16032,2016-03-21,5,9,14,20,33,5,12,177132305,2493009722
16033,2016-03-23,3,14,15,31,35,9,10,176664030,2511698040
16034,2016-03-26,14,18,31,32,35,9,10,196686078,2529363336
16035,2016-03-28,17,22,24,25,29,9,12,176183863,2569760622
16036,2016-03-30,7,15,26,30,31,3,6,178303412,2586646951
16037,2016-04-02,3,5,13,24,34,3,5,190154993,2591557138
16038,2016-04-04,3,7,9,15,33,5,12,162789486,2619796551
16039,2016-04-06,1,8,16,22,28,4,5,175964032,2644960121
16040,2016-04-09,20,22,29,30,35,1,6,195762857,2670147850
16041,2016-04-11,12,23,24,27,34,3,6,181468695,2665901627
16042,2016-04-13,2,6,8,19,24,1,6,214155413,2664544915
16043,2016-04-16,1,9,16,33,34,9,12,228715316,2702567559
16044,2016-04-18,1,6,10,20,31,5,11,209144746,2741738778
16045,2016-04-20,7,11,25,30,33,2,8,208877948,2751851987
16046,2016-04-23,3,19,22,32,34,8,12,234063155,2802250699
16047,2016-04-25,2,3,23,29,32,5,9,209248189,2818458597
16048,2016-04-27,4,12,17,25,27,4,10,211943223,2796673004
16049,2016-04-30,3,4,5,27,33,4,9,225571411,2815398495
16050,2016-05-02,7,17,21,29,35,4,5,188690604,2861932628
16051,2016-05-04,16,21,23,24,32,7,8,207454874,2893688412
16052,2016-05-07,8,14,19,20,33,10,11,223301686,2899026352
16053,2016-05-09,4,13,15,30,35,3,5,201842185,2944900065
16054,2016-05-11,2,5,9,21,30,6,7,205932685,2979083994
16055,2016-05-14,6,21,27,30,34,4,9,226059390,3015190001
16056,2016-05-16,10,12,14,31,35,4,5,210790992,3032443827
16057,2016-05-18,8,17,19,23,30,3,8,213023494,3009402657
16058,2016-05-21,2,15,17,23,28,5,9,229058692,3014713549
16059,2016-05-23,2,10,27,28,33,5,7,202819144,3043271917
16060,2016-05-25,2,6,22,27,34,8,11,196515573,3077037661
16061,2016-05-28,9,15,17,21,23,7,12,215033704,3093759024
16062,2016-05-30,2,10,14,15,35,1,9,188425995,3132059059
16063,2016-06-01,8,12,22,27,35,5,9,183210569,3048747028
16064,2016-06-04,1,2,10,18,35,5,11,203000672,3091375735
16065,2016-06-06,1,9,18,22,24,11,12,181371568,3110745172
16066,2016-06-08,10,28,29,31,33,5,11,174801414,3134209189
16067,2016-06-11,2,8,11,13,19,2,8,193116655,3112353931
16068,2016-06-13,5,7,22,26,34,7,12,177410817,3130353378
16069,2016-06-15,14,17,19,23,30,2,9,178476614,3168678368
16070,2016-06-18,2,9,13,19,23,5,7,197159296,3188361100
16071,2016-06-20,8,15,19,20,33,7,12,175417801,3228188881
16072,2016-06-22,16,20,24,26,31,4,9,175717401,3244300482
16073,2016-06-25,7,14,17,24,27,8,10,194352348,3212539589
16074,2016-06-27,1,5,7,11,14,3,8,175722061,3253621821
16075,2016-06-29,3,7,17,22,31,8,12,176883798,3255540118
16076,2016-07-02,3,8,10,17,31,5,6,196154295,3259813305
16077,2016-07-04,9,11,14,16,35,2,5,174576074,3290546304
16078,2016-07-06,7,18,29,31,35,5,11,176031216,3316339129
16079,2016-07-09,7,14,15,20,27,5,10,192640889,3335784172
16080,2016-07-11,15,20,29,30,33,7,12,173241722,3336763346
16081,2016-07-13,6,7,18,21,33,3,8,171324058,3364881401
16082,2016-07-16,3,8,23,28,29,2,7,189939641,3354316977
16083,2016-07-18,1,5,9,33,35,1,5,172863465,3337317109
16084,2016-07-20,8,12,15,26,35,1,8,168397590,3379034576
16085,2016-07-23,14,15,27,31,32,1,7,188292705,3154382762
16086,2016-07-25,3,5,22,25,30,7,9,170252092,3165240870
16087,2016-07-27,3,16,17,23,25,7,9,173941407,3178408229
16088,2016-07-30,4,6,17,21,30,6,11,191906681,3206441463
16089,2016-08-01,7,14,17,28,34,7,10,173986818,3245924700
16090,2016-08-03,4,6,8,28,32,7,12,177705779,3277357768
16091,2016-08-06,8,13,17,21,22,2,8,194108585,3290154296
16092,2016-08-08,2,13,31,33,34,7,11,175425164,3311199962
16093,2016-08-10,1,8,14,30,35,6,7,174774485,3305502727
16094,2016-08-13,1,14,16,17,18,5,7,193668600,3293149626
16095,2016-08-15,8,12,18,19,21,3,6,172149445,3296613494
16096,2016-08-17,1,6,8,12,21,5,10,176201944,3279830818
16097,2016-08-20,6,8,18,31,33,10,12,194470665,3318516210
16098,2016-08-22,8,9,11,20,29,4,5,174126611,3309928561
16099,2016-08-24,3,4,12,14,27,1,5,176499869,3337125371
16100,2016-08-27,8,12,19,26,30,2,12,194558808,3372470173
16101,2016-08-29,4,6,28,33,35,7,12,176690621,3405154941
16102,2016-08-31,3,5,6,34,35,3,12,177794219,3449353717
16103,2016-09-03,5,14,20,23,29,3,11,196977631,3461843842
16104,2016-09-05,1,20,22,23,30,6,7,176312231,3475855899
16105,2016-09-07,8,11,31,34,35,1,2,175645150,3509923337
16106,2016-09-10,3,21,30,33,35,1,4,191510252,3493879603
16107,2016-09-12,2,6,19,24,26,4,6,174509999,3462561196
16108,2016-09-14,10,17,22,23,25,7,9,173106306,3437657318
16109,2016-09-17,3,25,28,31,34,11,12,193626665,3466514047
16110,2016-09-19,7,20,21,23,30,7,10,179311987,3442910758
16111,2016-09-21,4,9,22,26,27,2,12,181731808,3467679525
16112,2016-09-24,7,22,23,31,32,4,5,199351193,3502750201
16113,2016-09-26,10,11,17,30,34,3,12,177637883,3515191923
16114,2016-09-28,16,17,20,32,33,3,7,173340048,3502839878
16115,2016-10-01,1,4,15,31,34,2,11,188778020,3547923720
16116,2016-10-03,4,6,8,19,34,10,12,157717027,3566017216
16117,2016-10-05,3,9,14,16,23,2,9,159626154,3557096623
16118,2016-10-08,12,15,18,24,29,3,11,195629351,3571935089
16119,2016-10-10,2,3,9,21,22,5,10,175765163,3569855994
16120,2016-10-12,3,10,20,32,34,4,7,177521772,3565337019
16121,2016-10-15,4,5,8,15,20,1,6,196550154,3559509834
16122,2016-10-17,1,3,12,14,29,2,6,178700027,3603748957
16123,2016-10-19,4,5,13,20,32,1,10,179976965,3651778795
16124,2016-10-22,4,13,24,26,29,8,11,191410193,3693174707
16125,2016-10-24,6,7,8,28,30,1,2,179128075,3727254222
16126,2016-10-26,11,13,16,19,24,6,8,176733833,3727343868
16127,2016-10-29,1,5,15,24,26,9,10,192473077,3747064984
16128,2016-10-31,17,20,22,30,33,7,8,178307590,3742471490
16129,2016-11-02,7,8,19,30,35,8,9,180262598,3745975912
16130,2016-11-05,11,23,32,33,34,1,12,200057806,3722891036
16131,2016-11-07,6,13,25,28,30,2,7,172418049,3705987913
16132,2016-11-09,4,18,19,22,35,1,2,180524624,3726472243
16133,2016-11-12,1,4,5,23,28,5,9,203224114,3724999633
16134,2016-11-14,1,3,31,32,34,2,7,185722161,3741306383
16135,2016-11-16,1,10,12,18,35,1,12,187947049,3770081323
16136,2016-11-19,5,6,7,19,23,4,11,204254202,3791740200
16137,2016-11-21,7,20,23,29,34,2,10,181006344,3807220445
16138,2016-11-23,12,13,16,29,35,5,11,179140283,3826489200
16139,2016-11-26,13,21,30,31,35,1,8,200772078,3864958511
16140,2016-11-28,12,16,23,29,34,4,11,188081802,3845393921
16141,2016-11-30,2,6,7,19,28,11,12,193465971,3857570669
16142,2016-12-03,1,6,17,23,26,6,12,208883904,3899078595
16143,2016-12-05,4,6,22,27,31,6,7,188839857,3904182884
16144,2016-12-07,4,5,13,22,31,5,10,191810527,3914443711
16145,2016-12-10,1,9,11,17,28,3,8,209502660,3913126519
16146,2016-12-12,21,22,25,29,34,1,11,191944792,3915756735
16147,2016-12-14,7,19,20,28,30,4,12,186538144,3791177687
16148,2016-12-17,5,14,15,23,25,6,8,210580973,3806985330
16149,2016-12-19,1,2,3,12,33,4,9,189963373,3816313703
16150,2016-12-21,1,10,18,24,29,7,10,188065956,3229738187
16151,2016-12-24,4,7,11,14,21,5,12,219111783,3219661079
16152,2016-12-26,8,17,22,24,30,5,11,194727932,3224085510
16153,2016-12-28,13,18,25,29,35,3,11,196228015,3271932474
16154,2016-12-31,6,16,17,21,29,4,6,226398958,3235556086
17001,2017-01-02,7,9,20,31,33,8,10,186624920,3214884037
17002,2017-01-04,7,12,14,31,34,9,11,192781724,3252308112
17003,2017-01-07,3,5,6,13,22,9,12,206276983,3270524644
17004,2017-01-09,5,8,11,28,31,6,7,186673580,3269100289
17005,2017-01-11,5,9,20,26,35,2,11,188095935,3313392877
17006,2017-01-14,4,6,23,32,33,5,6,206891305,3269026898
17007,2017-01-16,8,11,17,25,27,2,4,185767086,3283292218
17008,2017-01-18,3,4,9,25,32,2,4,184148162,3299550616
17009,2017-01-21,5,6,8,12,22,3,4,203513636,3334512408
17010,2017-01-23,4,10,13,18,35,1,2,185249696,3305544582
17011,2017-01-25,5,15,21,29,34,6,9,193935932,3296873997
17012,2017-02-04,4,5,24,26,35,7,12,199177937,3309200241
17013,2017-02-06,5,12,17,30,34,11,12,176214923,3335198533
17014,2017-02-08,4,8,15,24,25,2,5,173798704,3358297383
17015,2017-02-11,1,7,19,27,34,1,2,196382532,3373917243
17016,2017-02-13,3,13,28,30,33,9,10,181455349,3382818218
17017,2017-02-15,4,19,24,26,29,4,6,182067186,3392699037
17018,2017-02-18,6,7,10,17,23,1,9,200875000,3418876151
17019,2017-02-20,2,6,14,23,25,2,10,182158151,3371542925
17020,2017-02-22,16,21,24,27,28,4,7,181168570,3350612688
17021,2017-02-25,1,15,17,20,26,6,8,201103341,3379016481
17022,2017-02-27,2,3,9,17,24,6,12,188485187,3427151759
17023,2017-03-01,5,8,12,24,34,7,10,183366943,3455027875
17024,2017-03-04,21,23,29,32,35,11,12,206593265,3471058022
17025,2017-03-06,10,16,19,20,34,4,5,183593080,3479144224
17026,2017-03-08,10,14,19,25,32,2,7,186355566,3483244837
17027,2017-03-11,8,17,25,33,34,3,11,206383912,3480957577
17028,2017-03-13,6,18,22,23,33,9,11,185993221,3490596212
17029,2017-03-15,1,6,14,17,29,1,11,189003450,3541799422
17030,2017-03-18,21,22,24,29,34,5,6,203209977,3590538407
17031,2017-03-20,2,16,17,30,32,2,9,185528267,3582956408
17032,2017-03-22,2,13,14,18,29,3,9,190004398,3612033002
17033,2017-03-25,15,22,23,25,34,5,11,206676911,3638317243
17034,2017-03-27,6,12,21,26,29,2,11,188394105,3657628827
17035,2017-03-29,14,17,22,30,33,7,12,191121882,3606190192
17036,2017-04-01,1,4,9,18,33,2,5,207193403,3638673625
17037,2017-04-03,13,15,16,32,34,6,11,172182359,3676610111
17038,2017-04-05,4,5,13,18,27,3,9,183323685,3670337332
17039,2017-04-08,5,6,14,17,26,3,8,202116551,3696565737
17040,2017-04-10,4,6,10,23,29,9,11,183016793,3682847590
17041,2017-04-12,2,4,6,25,31,5,9,187473970,3696768216
17042,2017-04-15,2,17,31,33,34,1,7,202920322,3699831558
17043,2017-04-17,6,13,22,25,35,9,12,189775514,3726032789
17044,2017-04-19,11,16,17,18,25,2,9,219158986,3753218411
17045,2017-04-22,1,8,11,21,35,9,12,236182140,3791214185
17046,2017-04-24,4,17,20,23,30,2,3,214822695,3769992914
17047,2017-04-26,15,19,32,33,34,9,12,216534177,3664460457
17048,2017-04-29,7,9,13,15,19,3,10,233285579,3661625450
17049,2017-05-01,9,12,14,22,31,5,8,202400371,3606049646
17050,2017-05-03,12,14,17,20,28,2,6,218534565,3589897237
17051,2017-05-06,14,17,18,22,29,10,11,241560120,3636318978
17052,2017-05-08,3,19,24,28,33,4,12,218340582,3631157292
17053,2017-05-10,6,19,20,22,26,1,11,218610023,3625148136
17054,2017-05-13,16,29,30,32,33,4,5,237276288,3591834048
17055,2017-05-15,19,20,22,30,33,3,9,213671196,3614943787
17056,2017-05-17,1,4,24,27,32,3,10,217496898,3623470204
17057,2017-05-20,12,16,19,23,24,2,5,237458502,3589910730
17058,2017-05-22,14,18,20,21,28,3,6,215638058,3565690703
17059,2017-05-24,8,11,13,15,17,3,10,223675219,3607004261
17060,2017-05-27,9,15,20,26,31,5,12,245007742,3538189538
17061,2017-05-29,10,19,23,25,30,2,4,208653050,3568226863
17062,2017-05-31,1,4,6,8,28,8,12,214270896,3602783336
17063,2017-06-03,18,21,22,24,29,5,11,234932394,3561778733
17064,2017-06-05,1,8,20,27,30,3,4,211131212,3591742938
17065,2017-06-07,5,11,12,19,28,5,12,213256921,3572736762
17066,2017-06-10,11,15,23,26,30,2,11,231593730,3583202521
17067,2017-06-12,10,17,18,32,35,10,11,212851692,3602210395
17068,2017-06-14,7,8,19,24,27,6,7,209829116,3622286671
17069,2017-06-17,10,16,20,23,32,8,11,228473387,3655686532
17070,2017-06-19,6,16,18,26,30,2,3,207995131,3663920573
17071,2017-06-21,1,4,11,14,33,5,7,210213519,3673649899
17072,2017-06-24,1,3,29,32,34,2,5,228833631,3724273122
17073,2017-06-26,7,18,28,31,33,1,2,204516994,3744836916
17074,2017-06-28,8,10,11,13,17,8,11,204843047,3790728402
17075,2017-07-01,5,11,16,18,35,1,6,221784822,3798166893
17076,2017-07-03,2,7,25,30,35,7,12,200022206,3809067958
17077,2017-07-05,1,3,4,25,31,6,9,199482288,3854394416
17078,2017-07-08,4,5,27,31,34,3,6,215807962,3885958972
17079,2017-07-10,1,17,19,32,33,2,11,195650788,3858398294
17080,2017-07-12,8,10,21,30,31,2,5,195562828,3863295763
17081,2017-07-15,2,12,15,20,34,1,6,214440906,3886662218
17082,2017-07-17,5,13,20,21,25,8,9,195165466,3905756159
17083,2017-07-19,2,5,14,22,34,3,9,196082394,3942194219
17084,2017-07-22,6,11,14,21,31,9,12,212546263,3995626666
17085,2017-07-24,9,13,14,25,30,2,5,196537555,3965099359
17086,2017-07-26,12,15,18,22,31,1,8,197778070,3912253586
17087,2017-07-29,3,14,21,29,35,2,6,217653411,3955355946
17088,2017-07-31,5,28,31,34,35,8,9,197682581,3970858480
17089,2017-08-02,3,5,6,15,18,3,10,195804666,3963658497
17090,2017-08-05,3,6,15,22,35,9,11,213149992,4007843515
17091,2017-08-07,1,5,7,16,19,3,12,195484927,4051343402
17092,2017-08-09,3,7,9,17,34,4,5,195744671,4088257898
17093,2017-08-12,5,6,17,21,29,2,4,221236141,4092641538
17094,2017-08-14,3,5,8,29,33,4,8,199415092,4085529699
17095,2017-08-16,15,32,33,34,35,3,12,201396755,4049665155
17096,2017-08-19,3,7,9,17,28,4,12,208897903,4090375935
17097,2017-08-21,7,14,19,22,34,7,12,196473148,4126211909
17098,2017-08-23,6,9,17,30,35,10,11,196939620,4147258197
17099,2017-08-26,8,9,17,18,24,3,7,221193415,4185748073
17100,2017-08-28,2,5,18,19,31,1,9,199482458,4228046475
17101,2017-08-30,5,15,21,25,29,5,8,200305918,4125812710
17102,2017-09-02,1,12,23,24,29,8,12,224707432,4163837399
17103,2017-09-04,4,19,20,24,29,3,4,199164249,4188619608
17104,2017-09-06,9,11,22,27,30,9,11,200139054,4191982211
17105,2017-09-09,4,15,22,24,32,2,9,224525720,4224981560
17106,2017-09-11,9,12,18,23,29,2,4,201806989,4239006391
17107,2017-09-13,4,10,19,25,27,6,12,203030002,4256486299
17108,2017-09-16,1,4,15,21,22,4,9,224635006,4268598636
17109,2017-09-18,6,9,19,26,34,5,7,202094126,4242085788
17110,2017-09-20,10,14,20,21,35,2,5,201794687,4252044900
17111,2017-09-23,2,14,17,26,34,8,12,220140489,4289815824
17112,2017-09-25,5,6,20,31,32,6,12,199283910,4270236000
17113,2017-09-27,5,8,17,18,23,4,12,202181819,4238842403
17114,2017-09-30,6,7,12,18,23,1,12,221457669,4288325250
17115,2017-10-02,14,19,20,25,31,6,8,175963547,4288831779
17116,2017-10-04,2,27,30,32,33,1,3,172984540,4309435912
17117,2017-10-07,5,7,9,24,32,8,10,207881694,4307581838
17118,2017-10-09,2,7,16,20,33,3,11,195121929,4252457951
17119,2017-10-11,5,7,13,29,35,3,8,197391000,4247472952
17120,2017-10-14,8,15,24,26,27,5,6,216330390,4223045066
17121,2017-10-16,1,6,12,26,31,1,7,199583003,4271765199
17122,2017-10-18,3,12,18,29,34,3,11,204853140,4284527224
17123,2017-10-21,3,15,23,26,32,1,12,224279189,4318722376
17124,2017-10-23,3,29,30,32,35,3,8,201634459,4351880934
17125,2017-10-25,7,11,18,26,28,4,5,202527987,4275162353
17126,2017-10-28,3,4,13,24,33,1,11,224742436,4291619493
17127,2017-10-30,2,15,18,21,22,3,10,202014185,4224508242
17128,2017-11-01,9,11,13,18,33,2,3,210460163,4236702290
17129,2017-11-04,5,17,20,32,33,4,9,221400965,4234584571
17130,2017-11-06,5,18,28,33,34,3,4,205281738,4269462536
17131,2017-11-08,3,5,8,19,34,1,12,209769933,4276365066
17132,2017-11-11,11,17,23,26,27,1,10,228286369,4276365066
17133,2017-11-13,15,17,19,32,33,1,3,205369201,4363865130
17134,2017-11-15,7,18,19,32,34,2,10,209089016,4384046233
17135,2017-11-18,1,12,15,19,22,2,4,228099000,4403766719
17136,2017-11-20,1,11,20,21,22,3,4,204621999,4314495402
17137,2017-11-22,1,20,22,28,29,5,7,208371260,4236731015
17138,2017-11-25,4,7,9,20,25,2,11,224706665,4195563190
17139,2017-11-27,2,6,19,25,32,9,12,208076169,4210596967
17140,2017-11-29,10,16,25,26,29,1,5,210287622,4219678773
17141,2017-12-02,2,8,21,22,29,3,5,227842115,4237389514
17142,2017-12-04,1,5,16,19,28,2,10,209153464,4275347171
17143,2017-12-06,6,9,24,29,32,2,7,209971249,4282393686
17144,2017-12-09,3,21,23,29,32,10,11,233101357,4309699345
17145,2017-12-11,4,7,17,18,19,3,10,213369884,4317224774
17146,2017-12-13,1,5,11,14,35,9,10,213122165,4318480826
17147,2017-12-16,5,16,17,25,34,1,11,229737246,4367250718
17148,2017-12-18,19,27,31,32,35,11,12,211263443,4364959468
17149,2017-12-20,10,18,19,25,26,4,12,216816379,4407904079
17150,2017-12-23,3,6,10,13,18,9,11,235911666,4457502260
17151,2017-12-25,5,6,23,28,32,4,5,211995741,4464946961
17152,2017-12-27,2,4,7,23,28,2,8,214887235,4466541182
17153,2017-12-30,1,9,24,26,34,9,12,236928410,4478126302
18001,2018-01-01,1,13,22,25,35,3,4,215274808,4479674483
18002,2018-01-03,12,20,23,27,34,1,6,208431222,4443585959
18003,2018-01-06,4,21,23,24,30,9,10,226801109,4440647604
18004,2018-01-08,4,9,22,28,30,1,10,205801716,4445675467
18005,2018-01-10,4,9,23,24,30,8,11,208354385,4435847449
18006,2018-01-13,19,20,30,32,33,3,5,228876959,4483250787
18007,2018-01-15,3,4,28,31,34,4,11,210430592,4504102672
18008,2018-01-17,9,15,17,20,22,10,11,211879491,4509562520
18009,2018-01-20,10,12,28,30,34,3,4,230281073,4570009063
18010,2018-01-22,24,25,26,28,29,4,12,209455315,4588018755
18011,2018-01-24,3,13,15,23,26,1,10,203498133,4641173456
18012,2018-01-27,3,22,24,29,34,7,11,218599858,4635213010
18013,2018-01-29,8,24,31,33,35,7,10,203090721,4684812702
18014,2018-01-31,14,16,18,24,31,1,8,203817985,4726825681
18015,2018-02-03,4,13,15,18,29,5,11,220572521,4753653322
18016,2018-02-05,1,2,12,13,23,9,12,202835116,4766514256
18017,2018-02-07,4,19,21,23,31,4,9,202520718,4771863108
18018,2018-02-10,6,8,13,24,28,6,12,226108418,4824492674
18019,2018-02-12,10,11,19,21,28,5,12,206501821,4865933980
18020,2018-02-14,1,10,13,14,21,9,12,223552917,4908324787
18021,2018-02-24,5,6,8,9,15,4,11,233520667,4941852651
18022,2018-02-26,2,10,19,33,35,5,6,202288216,4988506161
18023,2018-02-28,12,13,18,21,29,2,8,203587803,5016451627
18024,2018-03-03,2,16,24,30,32,4,7,230080943,5038602897
18025,2018-03-05,7,8,9,15,34,7,8,207433913,5047617317
18026,2018-03-07,1,2,3,4,30,3,5,205938359,5074912532
18027,2018-03-10,1,18,20,21,26,4,11,222637440,5085962016
18028,2018-03-12,4,19,25,30,35,4,7,210397698,5125941530
18029,2018-03-14,3,9,21,25,29,1,8,211962307,5134052855
18030,2018-03-17,5,18,21,28,32,9,11,230478981,5152546013
18031,2018-03-19,3,8,13,17,23,5,11,211527559,5184093714
18032,2018-03-21,7,10,17,32,35,5,12,211403323,5225006750
18033,2018-03-24,2,3,19,23,34,4,9,231061109,5198381632
18034,2018-03-26,8,11,22,27,32,3,7,212117050,5196338763
18035,2018-03-28,5,7,10,12,24,7,11,211060885,5244871082
18036,2018-03-31,11,17,18,21,27,7,8,227859939,5297754793
18037,2018-04-02,1,3,27,30,31,2,11,205790103,5323867872
18038,2018-04-04,14,23,25,31,32,1,3,198878775,5339234513
18039,2018-04-07,2,7,14,29,32,10,11,217344524,5364269644
18040,2018-04-09,5,7,18,27,31,1,8,211513034,5411665761
18041,2018-04-11,1,23,25,31,33,1,12,253422570,5445163138
18042,2018-04-14,3,19,25,29,35,5,9,265007165,5327068941
18043,2018-04-16,3,6,13,28,33,4,11,256568992,5239147674
18044,2018-04-18,2,4,6,18,21,5,8,265929558,5268779121
18045,2018-04-21,2,5,20,30,35,5,9,283210997,5283900535
18046,2018-04-23,10,20,22,29,32,5,10,257284500,5268370217
18047,2018-04-25,3,8,10,14,20,4,8,258398718,5293491487
18048,2018-04-28,2,3,11,20,25,2,7,276622481,5318104005
18049,2018-04-30,4,7,9,10,13,6,12,230788528,5368233194
18050,2018-05-02,22,24,26,34,35,6,12,241836897,5422293094
18051,2018-05-05,9,18,28,29,35,3,11,263978006,5447396941
18052,2018-05-07,5,16,18,19,25,2,7,240438756,5447819442
18053,2018-05-09,11,16,21,23,25,2,12,247482667,5515804329
18054,2018-05-12,9,10,12,20,30,1,7,266905172,5465203784
18055,2018-05-14,3,7,20,33,34,9,10,247382161,5505823357
18056,2018-05-16,2,4,16,28,34,5,7,242284907,5556714938
18057,2018-05-19,13,19,22,27,28,5,6,263782813,5533435106
18058,2018-05-21,9,11,12,26,32,4,10,239072621,5563764270
18059,2018-05-23,1,9,10,27,35,6,11,242609804,5611696366
18060,2018-05-26,4,22,27,29,31,2,10,263797526,5654020895
18061,2018-05-28,4,10,12,28,31,8,11,237450953,5653787525
18062,2018-05-30,12,14,19,23,35,2,7,238259472,5703821164
18063,2018-06-02,5,14,15,32,34,3,10,245622727,5705403010
18064,2018-06-04,1,3,4,11,29,2,4,224954479,5761282472
18065,2018-06-06,7,10,28,31,32,8,10,220810457,5772639586
18066,2018-06-09,1,20,23,32,33,1,4,239793134,5813704069
18067,2018-06-11,3,7,12,18,31,7,10,219756324,5854895390
18068,2018-06-13,8,12,16,26,33,5,6,196468042,5874936454
18069,2018-06-16,1,8,13,21,24,2,11,241142640,5885037873
18070,2018-06-18,2,5,10,16,30,4,7,211903935,5919039404
18071,2018-06-20,2,5,23,30,31,3,9,214566154,5949658808
18072,2018-06-23,5,12,17,24,26,1,2,224650873,5981278505
18073,2018-06-25,13,19,24,25,29,2,8,201563745,5972044398
18074,2018-06-27,3,9,12,28,30,4,12,199597596,5909727592
18075,2018-06-30,1,6,12,20,34,4,12,220535723,5958857007
18076,2018-07-02,7,18,28,29,32,6,8,199580156,5950663010
18077,2018-07-04,1,6,9,15,26,8,9,203843593,5981630962
18078,2018-07-07,7,11,12,22,30,3,6,218580534,5999253266
18079,2018-07-09,3,4,10,27,29,1,5,202323374,5968985976
18080,2018-07-11,7,16,24,26,31,10,11,200930992,5956453500
18081,2018-07-14,2,10,13,21,35,1,12,220990027,5995484438
18082,2018-07-16,1,2,14,17,18,8,10,202664331,6046964394
18083,2018-07-18,7,12,25,27,28,10,11,203396776,6060893274
18084,2018-07-21,6,11,17,22,35,11,12,221782319,6114274675
18085,2018-07-23,1,2,14,25,31,5,7,203720742,6119215421
18086,2018-07-25,16,22,24,29,31,4,5,202039886,6147152397
18087,2018-07-28,3,14,19,23,25,1,4,221733708,6170422461
18088,2018-07-30,8,9,21,25,33,1,8,201070776,6175967288
18089,2018-08-01,26,27,28,32,34,6,10,198789849,6185259533
18090,2018-08-04,6,20,24,33,34,4,11,214323707,6215638458
18091,2018-08-06,6,22,26,28,31,1,7,200209093,6239379715
18092,2018-08-08,5,7,14,18,19,4,10,203960013,6271921898
18093,2018-08-11,3,11,16,18,33,3,11,219900805,6289602123
18094,2018-08-13,11,16,25,30,34,8,10,204437453,6342519469
