issue,date,r1,r2,r3,r4,r5,b1,b2,sales,pool
24065,2024-06-08,5,10,18,26,27,3,6,309719434,921687696
24066,2024-06-10,13,19,20,24,25,6,7,273100690,913263902
24067,2024-06-12,3,11,14,20,22,6,9,284089108,887419662
24068,2024-06-15,15,20,31,32,33,5,10,309548443,856579361
24069,2024-06-17,7,9,16,20,24,3,7,283229251,861827970
24070,2024-06-19,4,20,21,32,34,2,9,285815574,853967599
24071,2024-06-22,6,10,15,34,35,2,10,299309419,915626816
24072,2024-06-24,4,17,21,23,32,1,6,277834690,983268734
24073,2024-06-26,7,9,12,21,23,5,9,274592514,975514514
24074,2024-06-29,2,10,11,21,27,9,11,299903507,982548557
24075,2024-07-01,8,17,26,28,32,1,10,271990488,1018960255
24076,2024-07-03,1,6,22,27,35,7,12,267258235,1020815446
24077,2024-07-06,1,3,25,26,29,6,12,290800928,1038326615
24078,2024-07-08,5,7,10,14,15,4,7,268900803,1008923164
24079,2024-07-10,3,8,17,18,23,6,11,268730382,991691071
24080,2024-07-13,3,5,24,27,28,9,11,291094012,1020105408
24081,2024-07-15,14,15,25,27,34,1,10,272829311,1046747917
24082,2024-07-17,8,21,23,24,26,4,5,267432531,1063036331
24083,2024-07-20,9,11,12,13,30,7,9,286958348,862133986
24084,2024-07-22,4,11,16,17,23,5,10,273725306,843256869
24085,2024-07-24,2,9,16,29,35,1,6,272997715,884649055
24086,2024-07-27,11,12,14,22,28,7,11,289812124,894351076
24087,2024-07-29,7,10,20,28,34,5,10,270914474,878620336
24088,2024-07-31,1,2,23,28,32,3,5,275758279,936027719
24089,2024-08-03,5,6,29,30,34,7,8,295210405,883749233
24090,2024-08-05,2,3,6,28,33,7,11,272808891,871435470
24091,2024-08-07,1,8,11,17,21,1,2,275909984,853175803
24092,2024-08-10,2,4,25,26,31,1,6,291452049,896954081
24093,2024-08-12,16,24,26,28,29,8,12,267469695,933160956
24094,2024-08-14,12,13,24,29,31,2,8,268381009,921004006
24095,2024-08-17,1,7,19,26,27,3,5,292394451,942654792
24096,2024-08-19,2,3,23,27,31,1,10,274611467,928765335
24097,2024-08-21,7,11,12,14,19,2,8,275862263,925914938
24098,2024-08-24,3,10,15,19,29,9,10,298358972,904522393
24099,2024-08-26,4,10,24,31,35,5,8,276604624,911074907
24100,2024-08-28,2,12,19,22,32,5,11,278077493,894146459
24101,2024-08-31,16,19,22,27,35,6,10,296382861,960205928
24102,2024-09-02,1,5,9,14,20,5,11,286610488,991319515
24103,2024-09-04,19,21,29,32,33,6,8,285358461,1003149772
24104,2024-09-07,1,4,9,13,17,6,9,303918306,1026470045
24105,2024-09-09,14,20,21,28,32,9,11,281222334,1064900749
24106,2024-09-11,5,11,19,22,29,2,12,283352466,1014306627
24107,2024-09-14,6,14,16,18,34,3,10,303292855,1030077351
24108,2024-09-16,16,17,21,31,34,3,8,270720268,1012698648
24109,2024-09-18,12,23,26,27,28,3,11,282500167,1040316852
24110,2024-09-21,1,7,8,18,28,4,12,307601707,1060908946
24111,2024-09-23,3,9,19,27,30,7,11,280484335,966755238
24112,2024-09-25,5,15,24,31,34,3,10,283593275,1014832821
24113,2024-09-28,16,18,25,26,33,4,8,317006955,1008302191
24114,2024-09-30,12,27,30,34,35,5,11,290854587,1038006420
24115,2024-10-05,3,4,12,19,24,8,12,243348471,988785697
24116,2024-10-07,1,3,6,16,25,1,11,263019108,1040962748
24117,2024-10-09,2,10,22,26,28,2,4,279087954,1025830819
24118,2024-10-12,1,3,9,16,19,5,11,300619285,958387740
24119,2024-10-14,6,12,28,30,33,2,7,278151059,940710313
24120,2024-10-16,4,12,17,23,27,2,8,280844941,921780534
24121,2024-10-19,7,15,18,24,33,4,5,292563058,853826236
24122,2024-10-21,5,6,9,15,17,3,10,280871730,873167406
24123,2024-10-23,3,9,16,30,31,8,9,283405074,852251926
24124,2024-10-26,2,3,7,10,25,1,11,305128586,858545811
24125,2024-10-28,10,14,19,24,26,1,10,287673530,892379303
24126,2024-10-30,2,10,17,28,34,7,8,294045224,905005034
24127,2024-11-02,2,3,10,16,28,7,10,320316369,924642774
24128,2024-11-04,3,7,10,29,31,1,3,295772015,966301156
24129,2024-11-06,7,19,30,31,34,5,7,293942499,998345495
24130,2024-11-09,11,21,25,31,32,4,10,324915160,986242259
24131,2024-11-11,2,3,4,21,26,2,3,314078746,955783255
24132,2024-11-13,5,6,10,16,31,6,9,313339293,940646992
24133,2024-11-16,8,10,14,22,29,4,6,340137954,939926814
24134,2024-11-18,1,4,7,13,33,5,6,315446181,961163599
24135,2024-11-20,6,8,22,24,30,3,8,312278951,908783183
24136,2024-11-23,1,17,20,29,34,7,8,339548742,975020597
24137,2024-11-25,8,15,16,17,21,2,5,314223012,987311039
24138,2024-11-27,5,17,20,28,34,4,9,314640260,1009101192
24139,2024-11-30,5,12,20,23,24,5,7,346398503,965113949
24140,2024-12-02,3,6,15,23,31,1,12,313586274,992732461
24141,2024-12-04,2,6,7,16,20,2,11,302351348,966806148
24142,2024-12-07,8,21,24,33,34,3,10,327282822,908929975
24143,2024-12-09,16,20,22,24,31,4,5,299228472,887487585
24144,2024-12-11,6,7,8,21,30,1,5,298735511,901592547
24145,2024-12-14,1,6,9,22,24,1,3,320626163,931270188
24146,2024-12-16,5,20,21,22,32,3,4,296215559,912659139
24147,2024-12-18,12,18,21,22,31,1,7,297698975,981658901
24148,2024-12-21,6,9,20,32,35,8,11,319089575,1027404436
24149,2024-12-23,2,5,16,18,22,7,9,293475449,1046459747
24150,2024-12-25,4,11,23,25,34,5,7,294938543,1082499928
24151,2024-12-28,5,12,17,19,35,10,11,315044922,1100535289
24152,2024-12-30,1,2,7,8,31,2,10,303398169,1125809266
25001,2025-01-01,5,8,16,17,27,4,7,300925149,1083648909
25002,2025-01-04,19,21,22,28,32,6,9,328380460,1059802300
25003,2025-01-06,10,25,30,32,34,4,10,302634553,1125887685
25004,2025-01-08,2,5,9,13,33,1,7,294103605,1149680406
25005,2025-01-11,5,6,8,31,32,9,11,313119385,1135025880
25006,2025-01-13,3,4,13,19,35,3,10,315397229,1157222669
25007,2025-01-15,15,22,23,25,31,1,9,311942681,1221403982
25008,2025-01-18,1,5,7,13,35,5,12,336989378,1208994729
25009,2025-01-20,3,19,21,30,32,6,9,308814993,1207630140
25010,2025-01-22,5,21,28,30,32,7,12,314170042,1197169902
25011,2025-01-25,3,6,7,11,27,2,8,373437138,1183329142
25012,2025-02-08,2,18,19,21,25,2,11,358739098,1240397719
25013,2025-02-10,14,16,18,20,35,2,5,289136668,1260404090
25014,2025-02-12,5,19,22,29,35,2,10,289867311,1278086020
25015,2025-02-15,7,10,24,31,35,1,8,314676590,1290950589
25016,2025-02-17,5,7,12,20,29,8,12,288272949,1212239218
25017,2025-02-19,10,12,26,28,31,3,10,288044955,1260507194
25018,2025-02-22,1,7,9,20,28,1,4,314802603,1191928482
25019,2025-02-24,7,8,11,18,23,3,11,296357549,1159248699
25020,2025-02-26,1,9,12,22,29,5,9,300087089,1132471892
25021,2025-03-01,10,18,25,30,35,3,12,335200766,1123599303
25022,2025-03-03,1,11,13,27,29,4,10,298217183,1103298038
25023,2025-03-05,10,20,22,24,25,9,12,302766777,1115584484
25024,2025-03-08,6,12,13,16,23,5,8,331854703,1035953603
25025,2025-03-10,3,6,8,10,25,3,7,313678335,993864524
25026,2025-03-12,2,3,7,17,30,1,9,313696373,1039296517
25027,2025-03-15,3,6,11,13,20,1,11,333487900,1035665608
25028,2025-03-17,6,8,20,25,29,3,7,313737340,1006966152
25029,2025-03-19,5,9,26,31,33,3,10,314474524,1043234948
25030,2025-03-22,3,9,14,24,28,6,7,338162194,995094280
25031,2025-03-24,14,18,20,25,35,1,7,311643171,1024377873
25032,2025-03-26,12,22,25,27,28,1,2,303333312,1094382586
25033,2025-03-29,1,2,8,10,33,10,12,312033249,1132503712
25034,2025-03-31,4,15,22,28,33,6,8,291102580,1046884586
25035,2025-04-02,22,25,28,29,30,4,8,290834566,1034539140
25036,2025-04-05,4,7,13,27,30,2,6,303323074,1044099471
25037,2025-04-07,5,20,23,27,31,4,6,302429281,1078059212
25038,2025-04-09,7,8,20,26,34,8,9,367355129,1098668136
25039,2025-04-12,3,7,14,15,19,6,10,380283087,1128975871
25040,2025-04-14,2,8,16,31,32,4,12,365388846,1147506477
25041,2025-04-16,3,4,21,22,27,5,11,372136085,1110680828
25042,2025-04-19,6,8,11,18,20,5,11,391234678,1157421362
25043,2025-04-21,3,16,20,21,27,9,11,362168053,1212466180
25044,2025-04-23,15,17,21,22,26,2,8,368611600,1237807813
25045,2025-04-26,8,11,21,23,27,3,8,394950774,1207089478
25046,2025-04-28,4,10,15,20,34,4,7,367246953,1213336580
25047,2025-04-30,3,10,11,12,21,2,3,367385544,1202271493
25048,2025-05-03,2,6,17,23,35,6,11,364105069,1258998704
25049,2025-05-05,9,20,22,29,34,3,8,350534405,1233463085
25050,2025-05-07,15,18,20,21,34,4,10,380353203,1220697850
25051,2025-05-10,2,4,13,29,31,5,12,402596942,1208341380
25052,2025-05-12,2,4,11,29,30,2,8,384489687,1261675357
25053,2025-05-14,14,23,29,30,33,6,12,378116432,1281475210
25054,2025-05-17,3,12,16,21,29,1,2,400498726,1305673258
25055,2025-05-19,8,10,25,29,30,1,2,373248241,1329842897
25056,2025-05-21,12,15,28,29,32,8,11,354948673,1375155245
25057,2025-05-24,9,10,11,12,29,1,10,379533383,1415654589
25058,2025-05-26,6,11,15,21,23,1,7,337041717,1457374217
25059,2025-05-28,3,9,10,11,26,1,2,330253002,1472810542
25060,2025-05-31,12,14,19,33,34,1,7,344759819,1530054633
25061,2025-06-02,2,11,16,23,28,5,10,326041766,1489857621
25062,2025-06-04,14,20,27,28,29,6,10,331453922,1525360041
25063,2025-06-07,5,18,26,29,32,7,10,353640087,1482278557
25064,2025-06-09,5,10,18,20,34,1,8,328463659,1534694450
25065,2025-06-11,7,25,32,33,35,4,9,322427160,1539171328
25066,2025-06-14,15,18,27,28,34,3,6,339059066,1579075869
25067,2025-06-16,6,10,12,21,22,1,6,321766533,1588528359
25068,2025-06-18,1,4,17,20,22,4,10,318966997,1628402090
25069,2025-06-21,4,6,7,33,34,9,10,338663590,1677561945
25070,2025-06-23,8,9,15,20,22,4,12,312961169,1718532211
25071,2025-06-25,1,8,25,31,33,5,11,313848778,1743326978
25072,2025-06-28,4,7,15,24,29,1,4,337329044,1739661641
25073,2025-06-30,1,4,17,33,34,3,9,306793454,1695259566
25074,2025-07-02,2,11,15,18,21,5,10,304472528,1661629014
25075,2025-07-05,8,12,16,19,35,6,9,327099927,1627185579
25076,2025-07-07,11,18,22,25,29,4,12,306337461,1612133475
25077,2025-07-09,12,14,16,19,28,1,4,302633813,1664896850
25078,2025-07-12,7,10,15,21,24,5,6,322049886,1653989427
25079,2025-07-14,2,14,32,34,35,5,11,300459382,1685844587
25080,2025-07-16,9,10,18,22,24,3,12,299028201,1723670049
25081,2025-07-19,1,4,6,15,18,2,3,321712458,1745616945
25082,2025-07-21,2,3,4,12,26,1,8,296090839,1735099174
25083,2025-07-23,12,17,18,20,34,2,5,296169217,1769075337
25084,2025-07-26,9,11,13,18,29,4,11,315027700,1790261424
25085,2025-07-28,2,5,9,14,33,4,9,294227352,1595323743
25086,2025-07-30,2,6,23,24,33,1,10,295578823,1646600668
25087,2025-08-02,5,13,14,16,20,3,8,315319154,1579681545
25088,2025-08-04,8,9,10,11,35,5,11,298062525,1540665716
25089,2025-08-06,2,11,12,32,34,3,10,301829705,1218712702
25090,2025-08-09,6,14,19,22,27,1,4,331564816,1200005188
25091,2025-08-11,1,19,22,25,27,3,10,307088100,1254338103
25092,2025-08-13,4,10,17,25,32,5,7,305765437,1153953579
25093,2025-08-16,1,7,9,16,30,2,5,330705608,1157754345
25094,2025-08-18,4,9,17,30,33,5,9,307470270,1116595094
25095,2025-08-20,7,13,14,19,27,6,10,305061816,1082529388
25096,2025-08-23,2,11,17,22,24,7,9,332437847,1040644815
25097,2025-08-25,5,24,25,32,34,1,9,310927488,1077551662
25098,2025-08-27,1,7,9,10,23,10,12,308524554,1129247144
25099,2025-08-30,6,12,20,26,31,2,4,333985688,1089336925
25100,2025-09-01,26,28,32,34,35,2,7,313027593,1140476607
25101,2025-09-03,5,7,19,26,32,8,9,307833370,1106707325
25102,2025-09-06,9,10,13,26,28,2,4,336362587,1157865481
25103,2025-09-08,5,8,19,32,34,4,5,310233728,1180433358
25104,2025-09-10,2,6,9,22,34,2,8,315640944,1199979893
25105,2025-09-13,15,16,25,28,34,10,12,341440186,1251025275
25106,2025-09-15,5,6,11,26,29,5,10,314630148,1199200033
25107,2025-09-17,5,7,8,15,33,6,10,314311008,1185080984
25108,2025-09-20,14,18,21,24,29,3,6,341209503,1188449971
25109,2025-09-22,4,8,10,13,26,9,10,313350591,1212757053
25110,2025-09-24,1,15,22,30,31,2,8,299730589,1216735503
25111,2025-09-27,2,9,14,21,26,2,12,331165537,1227497634
25112,2025-09-29,3,4,21,23,24,9,12,319054991,1222244292
25113,2025-10-06,1,14,18,28,35,2,3,302539540,1174480898
25114,2025-10-08,3,8,9,12,16,1,5,286469363,1144042318
25115,2025-10-11,3,12,14,21,35,1,5,330363634,1188143075
25116,2025-10-13,2,6,16,22,29,8,12,298992508,1245943636
25117,2025-10-15,5,10,18,21,29,5,7,302232387,1200034223
25118,2025-10-18,2,8,9,12,21,4,5,319584678,1209569201
25119,2025-10-20,8,15,27,29,31,1,7,319880731,1247363715
25120,2025-10-22,11,13,22,26,35,2,8,325832725,1229721100
25121,2025-10-25,2,3,8,13,21,7,12,356833346,1201113535
25122,2025-10-27,2,3,6,16,17,4,5,332420638,1153025368
25123,2025-10-29,8,13,24,25,31,4,10,333755324,1136294713
25124,2025-11-01,6,9,14,26,27,8,9,367907521,1062300761
25125,2025-11-03,10,11,13,19,35,4,11,333554750,1071539156
25126,2025-11-05,1,8,18,27,30,6,7,333017418,1033170236
25127,2025-11-08,4,5,19,28,29,5,8,353038355,827515757
25128,2025-11-10,3,6,26,30,33,11,12,335180121,806116344
25129,2025-11-12,3,9,14,28,35,2,4,327577708,826944600
25130,2025-11-15,1,13,16,27,29,2,11,347978820,855509809
25131,2025-11-17,3,8,25,29,32,9,12,312224838,878666213
25132,2025-11-19,1,9,10,12,19,6,7,313565367,850074477
25133,2025-11-22,4,11,23,27,35,7,11,337536466,818773871
25134,2025-11-24,7,12,18,27,33,9,10,311134788,793585609
25135,2025-11-26,2,10,16,28,32,1,7,310594999,813180323
25136,2025-11-29,7,11,15,16,23,9,11,332166578,783829598
25137,2025-12-01,7,8,9,11,22,5,11,306419813,784972572
25138,2025-12-03,1,3,19,21,23,7,11,299205645,795955875
25139,2025-12-06,8,18,22,30,35,1,4,319213811,830587732
25140,2025-12-08,4,5,13,18,34,2,8,294883884,850018675
25141,2025-12-10,4,9,24,28,29,2,10,293217299,830232369
25142,2025-12-13,9,10,14,27,29,2,9,305166365,850180600
25143,2025-12-15,3,4,18,24,29,7,12,292194189,891182916
25144,2025-12-17,2,5,13,15,28,5,8,294039927,818422788
25145,2025-12-20,5,7,20,22,25,4,5,318998515,739212071
25146,2025-12-22,6,11,13,16,22,2,3,295258973,762703697
25147,2025-12-24,6,16,21,25,33,7,8,290531842,816064823
25148,2025-12-27,3,4,14,30,32,8,12,314824866,869158981
25149,2025-12-29,24,26,30,31,32,5,12,293718026,921221228
25150,2025-12-31,13,14,15,28,31,1,5,315770974,942601223
26001,2026-01-03,7,9,23,27,32,2,8,309467020,875846393
26002,2026-01-05,4,8,15,20,31,7,8,300101679,858169057
26003,2026-01-07,2,9,11,15,16,2,4,299733101,829620750
26004,2026-01-10,5,18,23,25,32,5,9,329175580,779153161
26005,2026-01-12,2,4,16,23,35,6,11,311138123,788287446
26006,2026-01-14,5,12,18,23,35,6,12,315815131,787011244
26007,2026-01-17,1,3,13,20,26,3,10,333462560,710693230
26008,2026-01-19,3,6,17,21,33,5,11,301922043,724155773
26009,2026-01-21,5,12,13,14,33,5,8,302386708,734360129
26010,2026-01-24,2,3,13,18,26,2,9,336186076,751872266
26011,2026-01-26,14,21,23,29,33,2,10,312938804,793323031
26012,2026-01-28,1,2,9,22,25,1,6,318917948,799554979
26013,2026-01-31,3,5,6,23,26,1,4,350779828,782886373
26014,2026-02-02,16,18,23,34,35,1,6,318884035,842732986
26015,2026-02-04,1,4,10,13,17,3,11,310086553,829148796
26016,2026-02-07,8,9,12,19,24,1,6,333666762,755649052
26017,2026-02-09,4,5,10,23,31,7,12,314171855,762704025
26018,2026-02-11,9,11,19,30,35,1,12,349431305,761611231
26019,2026-02-25,12,13,14,16,31,4,12,356165890,780263624
26020,2026-02-28,1,10,21,23,29,10,12,319278064,823831821
26021,2026-03-02,5,8,12,14,17,4,5,291691198,783711295
26022,2026-03-04,5,9,10,18,26,5,6,294728612,753076288
26023,2026-03-07,9,25,26,27,28,1,8,323009849,763063925
26024,2026-03-09,2,4,8,10,21,9,12,293616732,790603787
26025,2026-03-11,3,15,24,28,29,3,7,299297449,761949362
26026,2026-03-14,10,11,22,26,32,1,8,330044286,794063794
26027,2026-03-16,9,10,11,12,16,1,11,307838475,799972392
26028,2026-03-18,15,27,29,30,34,1,10,303460918,861344046
26029,2026-03-21,3,5,17,33,35,5,7,337467964,834276730
26030,2026-03-23,2,13,22,28,34,5,12,316922568,801741817
26031,2026-03-25,6,8,22,29,34,5,7,321190415,762397268
26032,2026-03-28,3,4,19,26,32,1,12,342713464,787204236
26033,2026-03-30,3,5,7,9,18,2,10,319640788,743671788
26034,2026-04-01,11,12,25,26,27,8,11,321281232,745020716
26035,2026-04-04,2,22,30,33,34,8,12,324023066,744740092
26036,2026-04-06,4,7,16,26,32,5,8,298882570,732445105
26037,2026-04-08,7,12,13,28,32,6,8,324524682,756781636
26038,2026-04-11,8,17,21,33,35,6,7,343632778,799997856
26039,2026-04-13,9,11,20,26,27,6,9,321747230,760888094
26040,2026-04-15,6,12,13,21,34,8,9,322412866,776038689
26041,2026-04-18,24,25,27,29,34,2,6,342918690,804564900
26042,2026-04-20,2,7,13,19,24,3,8,311873981,783361004
26043,2026-04-22,8,12,14,19,22,11,12,308301370,835097420
26044,2026-04-25,3,8,22,26,29,7,10,333443770,796949218
26045,2026-04-27,1,15,21,26,33,4,7,309445116,795611860
26046,2026-04-29,1,13,18,27,33,4,7,305905116,801117818
26047,2026-05-02,9,20,21,23,28,6,11,301530437,776088009
26048,2026-05-04,11,17,20,23,35,1,10,276914543,778139138
26049,2026-05-06,1,6,14,15,17,2,3,298483726,786081563
26050,2026-05-09,6,10,14,23,33,8,10,373660843,812279269
26051,2026-05-11,13,18,28,32,33,2,11,355675446,799348751
26052,2026-05-13,2,3,20,28,33,2,12,353399952,782179260
26053,2026-05-16,2,9,14,20,31,5,9,374349995,738749152
26054,2026-05-18,2,6,14,22,24,8,11,349381748,718927618
26055,2026-05-20,9,10,20,33,35,4,11,348746645,757078646
26056,2026-05-23,6,7,18,21,30,1,5,368991091,767589410
26057,2026-05-25,23,25,26,27,34,4,10,341310042,801147297
26058,2026-05-27,7,12,13,18,34,1,5,354634349,786536914
26059,2026-05-30,6,13,17,19,26,7,8,373161795,818749861
26060,2026-06-01,22,28,30,31,34,1,5,364299680,769160539
26061,2026-06-03,10,12,26,31,35,2,12,354547009,807705564
26062,2026-06-06,7,15,20,24,29,4,10,397538816,738675961
26063,2026-06-08,3,15,20,29,31,1,12,353853854,762261292
26064,2026-06-10,3,13,15,17,21,2,7,352495130,787631261
26065,2026-06-13,4,11,12,13,25,4,8,361984211,802840285
26066,2026-06-15,10,13,19,21,30,4,5,352461614,817519005
26067,2026-06-17,6,16,18,19,28,7,11,322509643,791339917
26068,2026-06-20,3,11,12,21,22,6,10,333899407,802145381
26069,2026-06-22,12,19,21,24,29,3,10,312134107,757966458
26070,2026-06-24,4,5,15,21,32,2,11,312722588,814894462
26071,2026-06-27,5,13,22,26,32,2,3,332658791,844492277
26072,2026-06-29,1,13,26,29,30,9,11,309759041,820383228
26073,2026-07-01,4,10,22,23,33,2,12,306363724,798037522
26074,2026-07-04,1,4,10,23,25,1,12,319733435,818314177
26075,2026-07-06,1,6,16,18,26,4,10,295227167,814593834
26076,2026-07-08,15,20,27,28,35,2,11,303115587,804904837
26077,2026-07-11,4,14,19,24,27,6,7,318922356,797164073
26078,2026-07-13,2,13,20,25,32,8,11,302935941,818797138
26079,2026-07-15,6,8,23,26,27,5,12,301975334,794651243
26080,2026-07-18,5,10,15,21,23,7,8,325550165,765513154
26081,2026-07-20,8,16,18,24,34,9,12,301607097,784468404
26082,2026-07-22,16,26,27,28,34,2,6,295623678,807119056
26083,2026-07-25,14,15,16,23,26,7,9,316550987,772867560
26084,2026-07-27,13,25,30,32,33,4,5,300483424,770490758
26085,2026-07-29,3,4,14,28,31,5,7,302145325,804161465
26086,2026-08-01,10,11,18,22,35,6,12,327985310,813207390
26087,2026-08-03,5,10,16,24,27,4,10,306098479,768406559
26088,2026-08-05,3,9,11,24,27,5,11,305815169,792266898
26089,2026-08-08,3,7,12,14,26,5,11,326458125,817996545
26090,2026-08-10,9,14,17,19,24,2,9,298321791,825721619
26091,2026-08-12,3,4,7,12,32,1,2,303722394,835359282
26092,2026-08-15,12,16,19,29,33,7,9,326419006,822403232
26093,2026-08-17,8,10,22,26,29,3,10,301981951,772986653
26094,2026-08-19,5,14,15,17,33,1,7,305764076,795085879
